generation ID:,1
generation ID:,1
generation ID:,1
generation ID:,1
generation ID:,1
generation ID:,1
generation ID:,1
generation ID:,1
generation ID:,1
generation ID:,1
generation ID:,1
70,3,6,11,50,27,4,9,64,26,0,0,15,24,10,41,
70,15,3,2,20,19,27,24,42,14,27,7,73,0,12,5,
63,22,5,0,37,24,7,22,70,0,16,4,58,15,15,2,
31,57,0,2,77,4,5,4,36,44,3,7,20,12,48,10,
8,56,21,5,3,68,6,13,28,23,24,15,50,22,5,13,
61,23,2,4,80,8,0,2,17,42,11,20,22,41,4,23,
1,9,35,45,50,4,20,16,82,3,4,1,31,0,49,10,
50,3,14,23,40,22,22,6,56,18,5,11,60,30,0,0,
45,20,10,15,65,3,14,8,39,11,20,20,11,12,67,0,
64,14,12,0,31,21,14,24,90,0,0,0,46,30,4,10,
34,31,8,17,19,68,0,3,67,21,2,0,85,0,1,4,
38,3,10,39,72,15,0,3,89,1,0,0,23,30,9,28,
3,0,6,81,3,67,9,11,7,10,59,14,30,19,20,21,
38,4,41,7,42,12,17,19,40,44,2,4,53,31,0,6,
62,20,0,8,88,0,0,2,35,15,16,24,67,17,5,1,
77,0,8,5,46,22,22,0,58,13,6,13,4,74,6,6,
39,50,1,0,72,13,3,2,1,62,14,13,31,30,6,23,
52,1,37,0,78,5,4,3,27,58,1,4,47,41,2,0,
24,65,0,1,6,71,11,2,18,70,1,1,76,5,2,7,
67,1,21,1,48,10,2,30,35,15,19,21,21,5,32,32,
76,3,3,8,82,3,5,0,72,4,7,7,85,4,1,0,
58,32,0,0,81,1,5,3,53,24,7,6,50,16,8,16,
8,27,50,5,75,7,5,3,73,15,2,0,81,1,8,0,
5,10,29,46,73,8,5,4,4,46,18,22,30,32,8,20,
26,24,9,31,27,63,0,0,61,19,4,6,64,6,5,15,
46,42,0,2,47,18,11,14,56,27,5,2,37,38,3,12,
60,23,4,3,35,18,22,15,42,41,2,5,16,22,39,13,
65,16,0,9,62,13,13,2,23,49,11,7,53,8,7,22,
77,11,2,0,69,21,0,0,53,29,7,1,71,12,1,6,
82,4,0,4,11,5,22,52,51,29,5,5,16,69,2,3,
79,3,8,0,56,11,22,1,41,26,20,3,46,43,1,0,
28,40,12,10,66,3,11,10,5,5,25,55,80,4,3,3,
7,47,6,30,64,16,10,0,78,2,10,0,44,12,7,27,
2,69,12,7,11,49,20,10,10,14,11,55,82,6,2,0,
44,8,38,0,78,5,1,6,44,16,14,16,28,32,10,20,
37,10,32,11,10,41,18,21,3,50,32,5,0,58,27,5,
48,36,2,4,25,53,11,1,11,53,4,22,48,22,19,1,
58,24,1,7,67,2,1,20,67,1,8,14,35,49,6,0,
31,17,8,34,70,19,1,0,42,42,3,3,13,70,7,0,
38,33,8,11,40,33,2,15,85,5,0,0,55,0,13,22,
52,33,5,0,58,7,8,17,82,3,4,1,0,86,4,0,
42,46,0,2,50,14,12,14,37,31,17,5,27,30,0,33,
14,58,0,18,33,56,1,0,60,6,5,19,42,37,1,10,
64,13,0,13,39,31,17,3,64,8,0,18,28,9,14,39,
4,47,18,21,28,38,4,20,27,48,9,6,51,17,19,3,
24,4,40,22,79,9,2,0,20,64,1,5,57,6,9,18,
0,15,65,10,36,44,2,8,86,1,0,3,29,3,40,18,
0,61,21,8,20,27,17,26,53,32,2,3,80,6,2,2,
36,15,24,15,74,6,1,9,7,14,38,31,39,1,23,27,
65,25,0,0,68,10,2,10,34,32,5,19,33,11,20,26,
76,3,6,5,28,19,30,13,54,20,15,1,71,18,0,1,
8,6,3,73,4,3,47,36,49,41,0,0,62,3,18,7,
90,0,0,0,41,1,40,8,5,73,4,8,79,10,0,1,

generation ID:,1
29,50,10,1,8,42,11,29,15,53,20,2,3,33,15,39,
87,3,0,0,3,4,53,30,74,1,0,15,71,14,1,4,
19,50,1,20,14,25,51,0,28,17,25,20,69,15,3,3,
61,12,2,15,90,0,0,0,42,31,0,17,41,33,7,9,
14,30,13,33,72,6,9,3,65,20,4,1,77,6,2,5,
42,8,18,22,26,34,6,24,2,6,54,28,26,21,0,43,
88,0,2,0,55,15,13,7,85,2,2,1,2,28,36,24,
26,53,0,11,47,27,8,8,22,1,36,31,61,20,6,3,
35,0,0,55,58,30,1,1,7,19,44,20,2,78,7,3,
82,1,0,7,36,38,16,0,57,30,2,1,30,43,13,4,
28,14,17,31,39,11,4,36,28,56,5,1,85,3,2,0,
89,0,0,1,19,49,17,5,50,34,5,1,31,42,8,9,
86,1,1,2,30,32,6,22,63,9,16,2,65,2,23,0,
78,3,4,5,90,0,0,0,7,78,5,0,90,0,0,0,
31,28,20,11,71,10,7,2,73,8,1,8,56,19,3,12,
81,1,5,3,77,12,1,0,44,33,1,12,14,39,28,9,
54,12,18,6,24,10,3,53,38,29,12,11,46,44,0,0,
80,4,4,2,48,36,4,2,76,13,1,0,77,8,4,1,
44,4,31,11,54,30,1,5,7,20,59,4,90,0,0,0,
65,14,9,2,57,23,6,4,0,30,17,43,8,77,4,1,
89,1,0,0,22,54,12,2,51,5,12,22,47,36,3,4,
24,11,13,42,22,29,21,18,30,47,10,3,46,32,7,5,
45,6,20,19,41,49,0,0,18,71,0,1,86,1,1,2,
42,44,3,1,23,47,6,14,63,11,0,16,14,20,16,40,
25,5,10,50,69,7,5,9,10,27,24,29,76,2,1,11,
8,40,12,30,21,65,0,4,49,6,6,29,21,50,12,7,
74,11,3,2,50,31,0,9,45,4,3,38,44,45,0,1,
56,21,10,3,85,3,1,1,49,6,4,31,53,25,6,6,
29,22,9,30,20,12,13,45,55,6,26,3,31,17,34,8,
18,34,29,9,37,53,0,0,59,14,17,0,69,13,0,8,
78,10,1,1,54,25,5,6,63,12,7,8,62,8,18,2,
11,5,53,21,67,3,10,10,22,25,38,5,67,3,8,12,
75,0,4,11,37,16,12,25,23,46,14,7,47,25,14,4,
17,11,8,54,3,41,27,19,69,3,14,4,87,3,0,0,
57,3,15,15,75,15,0,0,0,65,22,3,62,23,3,2,
70,11,4,5,63,24,2,1,13,65,10,2,73,6,7,4,
9,77,3,1,47,20,4,19,87,3,0,0,31,7,15,37,
14,35,37,4,22,33,32,3,69,13,7,1,68,4,7,11,
0,67,16,7,14,3,53,20,84,0,5,1,23,2,16,49,
24,37,22,7,44,2,29,15,65,22,2,1,22,26,40,2,
20,15,23,32,42,41,6,1,11,32,0,47,23,51,15,1,
90,0,0,0,70,19,1,0,32,39,18,1,28,40,7,15,
55,22,1,12,31,50,4,5,82,6,2,0,35,55,0,0,
10,76,3,1,66,24,0,0,48,19,15,8,71,9,3,7,
36,0,28,26,85,3,1,1,36,50,2,2,12,75,0,3,
15,47,19,9,61,6,16,7,69,17,1,3,79,9,0,2,
58,29,3,0,18,63,9,0,30,12,40,8,13,43,20,14,
66,1,14,9,41,44,4,1,33,26,7,24,8,81,1,0,
57,31,2,0,20,26,4,40,39,19,13,19,87,0,3,0,
71,4,9,6,89,1,0,0,23,40,27,0,60,14,15,1,
76,9,5,0,39,18,15,18,43,37,9,1,75,9,5,1,
8,36,42,4,26,10,2,52,4,43,10,33,32,48,10,0,
50,15,1,24,79,8,2,1,13,13,2,62,15,42,29,4,
60,4,5,21,86,1,0,3,82,4,0,4,74,15,1,0,
47,6,35,2,81,8,1,0,44,41,3,2,46,11,23,10,
21,16,17,36,44,15,25,6,76,1,12,1,29,33,20,8,
5,3,55,27,69,17,0,4,46,34,8,2,71,5,11,3,
31,0,53,6,54,5,2,29,63,13,12,2,18,23,16,33,
68,9,10,3,18,21,27,24,30,21,22,17,8,43,12,27,
62,16,7,5,19,11,27,33,55,10,22,3,33,26,10,21,
1,86,3,0,54,0,9,27,10,60,9,11,36,46,6,2,
47,26,17,0,61,20,1,8,61,25,4,0,26,11,24,29,
18,24,28,20,34,40,4,12,14,39,13,24,63,6,7,14,
67,12,1,10,73,2,14,1,26,14,34,16,70,14,6,0,
54,20,8,8,51,35,3,1,56,23,9,2,33,56,0,1,
67,6,12,5,6,11,20,53,4,47,2,37,10,29,46,5,
51,23,1,15,68,11,7,4,80,1,7,2,90,0,0,0,
1,54,22,13,29,52,8,1,33,0,33,24,85,3,0,2,
27,8,30,25,8,14,3,65,52,5,27,6,64,2,9,15,
10,2,27,51,70,19,1,0,70,13,4,3,11,73,0,6,
48,29,9,4,57,30,0,3,85,0,3,2,38,17,4,31,
57,25,2,6,76,7,1,6,21,58,3,8,8,34,21,27,
67,15,0,8,62,20,0,8,74,3,8,5,61,15,3,11,
84,4,2,0,31,13,10,36,48,19,9,14,56,21,10,3,
85,3,0,2,28,10,7,45,0,56,23,11,60,7,9,14,

generation ID:,1
78,7,2,3,15,24,35,16,64,3,19,4,27,63,0,0,
53,5,22,10,72,4,6,8,71,16,1,2,32,38,0,20,
16,50,10,14,31,50,4,5,40,42,7,1,4,40,36,10,
73,0,9,8,88,0,0,2,0,54,28,8,3,58,0,29,
30,20,7,33,25,54,3,8,85,0,1,4,35,26,27,2,
72,13,4,1,51,19,9,11,21,39,24,6,4,43,0,43,
26,63,1,0,88,0,0,2,77,11,2,0,16,33,34,7,
80,8,2,0,71,14,4,1,63,2,7,18,12,49,20,9,
88,2,0,0,73,1,8,8,62,8,15,5,12,5,31,42,
25,64,0,1,77,7,2,4,87,3,0,0,61,22,7,0,
85,5,0,0,78,2,9,1,30,15,7,38,12,6,66,6,
9,11,60,10,81,2,5,2,13,17,12,48,76,13,1,0,
8,82,0,0,25,20,13,32,90,0,0,0,6,57,2,25,
5,43,29,13,61,1,20,8,51,18,20,1,27,33,30,0,
27,38,25,0,70,8,8,4,83,0,2,5,1,45,40,4,
7,46,5,32,77,4,1,8,76,14,0,0,36,23,12,19,
65,3,18,4,57,11,21,1,62,4,24,0,12,24,50,4,
39,12,36,3,78,5,0,7,44,40,5,1,57,17,4,12,
84,4,2,0,63,6,14,7,35,2,10,43,35,41,5,9,
44,26,18,2,2,14,74,0,0,64,17,9,87,1,2,0,
13,60,10,7,29,26,34,1,27,6,34,23,78,3,6,3,
26,31,32,1,7,50,31,2,54,19,1,16,47,11,7,25,
23,66,1,0,14,65,3,8,60,6,12,12,15,39,4,32,
84,5,1,0,84,3,0,3,54,11,8,17,38,28,1,23,
66,10,11,3,81,5,0,4,36,34,14,6,40,40,2,8,
71,10,9,0,13,12,32,33,59,24,6,1,52,29,9,0,
9,42,16,23,45,40,3,2,46,4,25,15,84,3,3,0,
89,0,0,1,45,4,40,1,32,58,0,0,79,1,4,6,
12,39,31,8,47,29,9,5,11,2,55,22,5,63,19,3,
54,34,0,2,28,46,15,1,86,2,0,2,31,45,6,8,
85,3,2,0,60,12,9,9,36,40,2,12,53,9,24,4,
3,37,44,6,50,11,5,24,2,82,0,6,35,27,11,17,
20,66,1,3,51,9,21,9,2,48,32,8,0,15,8,67,
72,12,4,2,18,48,5,19,42,24,22,2,90,0,0,0,
33,13,41,3,29,30,19,12,63,23,0,4,49,20,5,16,
25,45,3,17,50,7,9,24,11,54,17,8,31,19,1,39,
54,8,21,7,69,7,6,8,1,28,51,10,71,12,2,5,
64,14,11,1,70,2,14,4,52,30,1,7,5,45,35,5,
4,80,3,3,42,36,9,3,60,22,7,1,29,4,38,19,
10,13,60,7,79,1,4,6,77,7,6,0,68,12,8,2,
26,16,35,13,70,3,7,10,66,24,0,0,20,53,4,13,
10,48,1,31,69,13,7,1,22,59,4,5,37,8,27,18,
57,8,19,6,59,3,12,16,77,3,4,6,52,35,2,1,
64,7,1,18,68,17,5,0,28,3,20,39,72,4,1,13,
45,11,23,11,67,9,10,4,30,55,1,4,84,0,0,6,
25,48,16,1,88,2,0,0,51,7,5,27,18,54,15,3,
1,2,80,7,17,35,6,32,4,46,28,12,63,17,5,5,
61,9,15,5,72,9,7,2,25,28,33,4,55,16,1,18,
53,13,12,12,51,12,17,10,78,4,0,8,7,63,15,5,
89,0,1,0,83,7,0,0,26,55,1,8,28,52,0,10,
21,57,10,2,35,9,23,23,77,8,0,5,69,14,7,0,
37,2,38,13,75,3,8,4,13,47,0,30,17,68,2,3,
62,18,2,8,53,35,0,2,30,9,46,5,32,51,4,3,
72,4,0,14,42,4,33,11,45,18,15,12,45,8,14,23,
31,44,8,7,22,49,15,4,9,31,6,44,17,64,8,1,
11,7,2,70,57,14,19,0,44,22,22,2,81,8,0,1,
31,48,3,8,87,2,1,0,53,35,0,2,55,31,4,0,
58,12,9,11,81,9,0,0,89,0,0,1,3,3,47,37,
23,34,16,17,88,1,1,0,14,3,44,29,61,8,19,2,
40,37,8,5,70,9,3,8,35,41,2,12,29,7,11,43,
90,0,0,0,46,26,11,7,68,3,10,9,0,43,34,13,
3,29,23,35,83,6,0,1,20,37,25,8,62,15,12,1,
5,24,51,10,53,16,18,3,0,20,23,47,79,2,8,1,
87,3,0,0,87,2,0,1,9,2,48,31,64,13,13,0,
50,25,3,12,27,2,0,61,45,15,0,30,12,56,19,3,
40,7,26,17,68,5,1,16,16,30,1,43,55,7,9,19,
74,12,1,3,54,32,1,3,49,25,7,9,74,16,0,0,
9,64,16,1,29,33,4,24,24,57,4,5,26,42,16,6,
62,28,0,0,67,14,8,1,81,8,1,0,37,38,10,5,
54,9,23,4,70,20,0,0,30,47,1,12,19,62,1,8,
64,6,8,12,66,17,1,6,29,50,11,0,36,19,16,19,
18,3,42,27,13,22,19,36,18,22,35,15,1,84,3,2,
66,8,13,3,33,45,5,7,81,7,0,2,55,1,27,7,
58,22,6,4,85,1,0,4,78,5,2,5,15,70,0,5,
74,10,6,0,19,52,8,11,81,7,1,1,82,5,3,0,

generation ID:,1
72,6,5,7,5,53,24,8,13,9,28,40,1,27,62,0,
51,8,10,21,81,0,2,7,66,22,1,1,45,35,4,6,
28,32,22,8,88,0,2,0,49,25,4,12,42,44,2,2,
17,68,0,5,81,8,1,0,31,19,15,25,60,26,2,2,
76,7,1,6,27,28,24,11,49,39,2,0,40,9,29,12,
44,5,25,16,64,0,5,21,39,1,20,30,73,8,5,4,
59,2,0,29,18,66,1,5,7,28,9,46,89,0,1,0,
36,36,3,15,23,61,4,2,10,21,4,55,59,22,2,7,
13,36,10,31,46,44,0,0,42,11,36,1,77,13,0,0,
23,8,21,38,10,30,2,48,0,6,63,21,25,23,18,24,
86,4,0,0,15,70,4,1,32,26,20,12,18,51,5,16,
85,2,2,1,30,22,6,32,77,4,1,8,24,11,19,36,
57,25,0,8,62,3,15,10,86,4,0,0,77,2,0,11,
79,5,5,1,30,51,4,5,88,1,1,0,44,13,11,22,
17,32,28,13,10,79,1,0,39,6,15,30,85,5,0,0,
21,19,1,49,66,4,17,3,69,19,0,2,89,1,0,0,
55,23,5,7,45,7,0,38,8,24,0,58,83,5,1,1,
42,25,8,15,32,17,38,3,78,8,0,4,48,36,3,3,
60,20,9,1,31,57,1,1,84,6,0,0,17,2,49,22,
25,38,7,20,34,45,5,6,53,11,20,6,22,37,10,21,
6,0,33,51,23,59,1,7,16,34,23,17,46,30,14,0,
72,9,3,6,35,6,8,41,87,2,1,0,15,65,0,10,
30,21,2,37,81,7,0,2,48,11,26,5,76,12,1,1,
14,69,0,7,2,75,12,1,5,27,2,56,80,6,0,4,
33,47,0,10,10,39,36,5,43,0,42,5,56,28,0,6,
87,3,0,0,61,7,20,2,62,25,2,1,76,12,1,1,
11,30,48,1,54,2,24,10,18,7,56,9,38,47,4,1,
37,27,26,0,50,23,14,3,5,74,3,8,67,1,5,17,
78,6,0,6,36,23,12,19,35,51,3,1,56,17,9,8,
74,15,0,1,18,45,8,19,86,3,0,1,11,53,26,0,
28,3,0,59,25,40,4,21,26,57,0,7,14,18,55,3,
43,43,4,0,60,4,21,5,45,42,0,3,22,52,6,10,
26,29,16,19,40,36,12,2,77,2,8,3,72,9,8,1,
9,38,29,14,4,31,11,44,22,59,1,8,15,67,3,5,
34,40,3,13,29,35,13,13,70,9,7,4,35,31,14,10,
35,16,15,24,1,84,4,1,14,60,11,5,45,31,0,14,
19,55,14,2,34,6,49,1,71,6,0,13,83,6,0,1,
